road_address,building_name,status,confirmed_units
강원특별자치도 홍천군 서면 설밀길 190-15,토리아이풀빌라스파1동,대장조회실패(정보없음),
강원특별자치도 홍천군 서면 설밀길 190-17,토리아이패밀리룸,대장조회실패(정보없음),
강원특별자치도 홍천군 서면 설밀길 190-19,토리아이풀빌라스파2동,대장조회실패(정보없음),
강원특별자치도 홍천군 서면 설밀길 190-3,토리아이키즈풀빌라,대장조회실패(정보없음),
강원특별자치도 홍천군 서면 설밀길 190-5,토리아이풀빌라키즈,대장조회실패(정보없음),
강원특별자치도 홍천군 서면 설밀길 190-7,토리아이프라이빗빌라,대장조회실패(정보없음),
강원특별자치도 홍천군 서면 설밀길 190-9,토리아이풀빌라,대장조회실패(정보없음),
강원특별자치도 홍천군 서면 안굴업길 39-9,디데이펜션&캠핑,대장조회실패(정보없음),
강원특별자치도 홍천군 서면 오도치길 139-65,하몽하몽키즈풀빌라,제외확정(생숙아님),0.0
강원특별자치도 홍천군 서면 오도치길 268,약돌배테마관광마을,대장조회실패(정보없음),
강원특별자치도 홍천군 서면 오도치길 80,비요르크,대장조회실패(정보없음),
강원특별자치도 홍천군 서면 팔봉강변길 132-10,푸름다음,대장조회실패(정보없음),
강원특별자치도 홍천군 서면 팔봉강변길 40-8,가족펜션미알레,대장조회실패(정보없음),
강원특별자치도 홍천군 서면 팔봉산로 812,어라운드리버,대장조회실패(정보없음),
강원특별자치도 홍천군 서면 팔봉산로 815,소노리베,대장조회실패(정보없음),
강원특별자치도 홍천군 서면 팔봉산로 820,소노리베뷰,대장조회실패(정보없음),
강원특별자치도 홍천군 서면 팔봉산로 923-13,북성,대장조회실패(정보없음),
강원특별자치도 홍천군 서면 한서로 1466,다인펜션,대장조회실패(정보없음),
강원특별자치도 홍천군 서면 한서로 1468-55,유리트리트,대장조회실패(정보없음),
강원특별자치도 홍천군 서면 한서로 1774-47,더하다,대장조회실패(정보없음),
강원특별자치도 홍천군 서면 한서로 1891-10,봄날펜션,대장조회실패(정보없음),
강원특별자치도 홍천군 서면 한서로 2019-2,엘페로3,대장조회실패(정보없음),
강원특별자치도 홍천군 서면 한서로 2055-3,테라썬B,구제됨(생숙확인),15.0
강원특별자치도 홍천군 서면 한서로 2055-6,테라썬E,구제됨(생숙확인),15.0
강원특별자치도 홍천군 서면 한서로 2055-8,테라썬F,구제됨(생숙확인),15.0
강원특별자치도 홍천군 서면 한서로 2344-12,펜타곤애견펜션,대장조회실패(정보없음),
강원특별자치도 홍천군 서면 한서로 2344-14,펫티움애견펜션,대장조회실패(정보없음),
강원특별자치도 홍천군 서면 한치골길 262,소노벨타워C비발디파크,대장조회실패(정보없음),
강원특별자치도 홍천군 서면 한치골길 262,소노벨타워B비발디파크,대장조회실패(정보없음),
강원특별자치도 홍천군 서면 한치골길 262,소노캄 비발디파크,대장조회실패(정보없음),
강원특별자치도 홍천군 서면 한치골길 262,소노펠리체비발디파크,대장조회실패(정보없음),
강원특별자치도 홍천군 서면 한치골길 262,소노벨타워A비발디파크,대장조회실패(정보없음),
강원특별자치도 홍천군 서면 한치골길 262,소노펠리체빌리지E~H비발디파크,대장조회실패(정보없음),
"강원특별자치도 홍천군 서면 한치골길 262, 대명비발디파크",소노펠리체빌리지A~D비발디파크,대장조회실패(정보없음),
"강원특별자치도 홍천군 서면 한치골길 262, 대명비발디파크",소노펠리체빌리지I~O비발디파크,대장조회실패(정보없음),
강원특별자치도 홍천군 서면 한치골길 62-6,더오딘펜션(J동),대장조회실패(정보없음),
강원특별자치도 홍천군 서면 한치골길 62-8,더오딘펜션(Q동),대장조회실패(정보없음),
강원특별자치도 홍천군 서면 한치골길 62-9,더오딘펜션(K동),대장조회실패(정보없음),
"강원특별자치도 홍천군 서면 한치골길 763, 2~3층",비발디의아침,대장조회실패(정보없음),
강원특별자치도 홍천군 서면 한치골길 83-3,오유원플러스,대장조회실패(정보없음),
강원특별자치도 홍천군 서면 한치골길 83-5,오유원,대장조회실패(정보없음),
강원특별자치도 홍천군 서석면 진여울길 238,원더키즈풀빌라,대장조회실패(정보없음),
강원특별자치도 홍천군 영귀미면 덕치새들길 1-5,펜션21,대장조회실패(정보없음),
강원특별자치도 홍천군 홍천읍 남산강변로 55,LK HOTEL,대장조회실패(정보없음),
강원특별자치도 홍천군 홍천읍 독골길 52-16,밀리언그라운드 홍천,구제됨(생숙확인),0.0
"강원특별자치도 홍천군 홍천읍 무궁화로 102, 3,4층",대성,대장조회실패(정보없음),
강원특별자치도 홍천군 홍천읍 설악로 1471,W하우스,대장조회실패(정보없음),
강원특별자치도 홍천군 홍천읍 소옥개로 142,호텔화양강,대장조회실패(정보없음),
강원특별자치도 홍천군 홍천읍 영서로 1673,풍경이있는펜션,대장조회실패(정보없음),
강원특별자치도 홍천군 홍천읍 와동로34번길 123,초록,대장조회실패(정보없음),
강원특별자치도 홍천군 화촌면 구룡령로 1016-29,알프스밸리캠핑나라,대장조회실패(정보없음),
강원특별자치도 홍천군 화촌면 군들길 114,베이컨 홍천,대장조회실패(정보없음),
강원특별자치도 홍천군 화촌면 군업안말길 153-14,홍천풀빌라소토보체,대장조회실패(정보없음),
강원특별자치도 홍천군 화촌면 군업안말길 153-16,소토보체,대장조회실패(정보없음),
강원특별자치도 홍천군 화촌면 답연밭길 14-23,해와 달의 마음,대장조회실패(정보없음),
강원특별자치도 홍천군 화촌면 답연밭길 5-1,풀스테이더네이쳐홍천Q,구제됨(생숙확인),0.0
강원특별자치도 홍천군 화촌면 답연밭길 5-10,풀스테이더네이쳐홍천E,구제됨(생숙확인),0.0
강원특별자치도 홍천군 화촌면 답연밭길 5-11,풀스테이더네이쳐홍천L,구제됨(생숙확인),0.0
강원특별자치도 홍천군 화촌면 답연밭길 5-12,풀스테이더네이쳐홍천F,구제됨(생숙확인),0.0
강원특별자치도 홍천군 화촌면 답연밭길 5-13,주식회사진호개발,구제됨(생숙확인),0.0
강원특별자치도 홍천군 화촌면 답연밭길 5-14,풀스테이더네이쳐홍천G,구제됨(생숙확인),0.0
강원특별자치도 홍천군 화촌면 답연밭길 5-16,풀스테이더네이쳐홍천H,구제됨(생숙확인),0.0
강원특별자치도 홍천군 화촌면 답연밭길 5-18,풀스테이더네이쳐홍천I,구제됨(생숙확인),0.0
강원특별자치도 홍천군 화촌면 답연밭길 5-2,풀스테이스테이펫홍천,구제됨(생숙확인),0.0
강원특별자치도 홍천군 화촌면 답연밭길 5-20,풀스테이더네이쳐홍천J,구제됨(생숙확인),0.0
강원특별자치도 홍천군 화촌면 답연밭길 5-3,풀스테이더네이쳐홍천P,구제됨(생숙확인),0.0
강원특별자치도 홍천군 화촌면 답연밭길 5-4,풀스테이더네이쳐홍천B,구제됨(생숙확인),0.0
강원특별자치도 홍천군 화촌면 답연밭길 5-5,풀스테이더네이쳐홍천O,구제됨(생숙확인),0.0
강원특별자치도 홍천군 화촌면 답연밭길 5-6,풀스테이더네이쳐홍천C,구제됨(생숙확인),0.0
강원특별자치도 홍천군 화촌면 답연밭길 5-7,풀스테이더네이쳐홍천N,구제됨(생숙확인),0.0
강원특별자치도 홍천군 화촌면 답연밭길 5-8,풀스테이더네이쳐홍천D,구제됨(생숙확인),0.0
강원특별자치도 홍천군 화촌면 답연밭길 5-9,풀스테이더네이쳐홍천M,구제됨(생숙확인),0.0
강원특별자치도 홍천군 화촌면 당무로 855,풀스테이 스테이휴,구제됨(생숙확인),1.0
강원특별자치도 홍천군 화촌면 도심리길 269-16,나는숲이다,대장조회실패(정보없음),
경기도 부천시 소사구 성무로 7 (심곡본동),카프리,대장조회실패(정보없음),
경기도 부천시 소사구 호현로 475 (소사본동),소사빌,대장조회실패(정보없음),
"경기도 부천시 소사구 호현로474번길 14, 1~2층 (소사본동)",창성여인숙,대장조회실패(정보없음),
경기도 성남시 수정구 수정로188번길 4 (신흥동),없음,제외확정(생숙아님),0.0
경기도 성남시 수정구 수정로207번길 6 (태평동),없음,대장조회실패(정보없음),
"경기도 수원시 장안구 연무로56번길 44, 1,2,3,4,5층 (연무동, 동문빌딩)",동문빌딩,구제됨(생숙확인),0.0
"경기도 수원시 장안구 파장로 71-18 (정자동,(1~8층))",아이비모텔,제외확정(생숙아님),0.0
"경기도 수원시 장안구 팔달로271번길 8, 4층 (영화동)",옥상파티,제외확정(생숙아님),0.0
"경기도 의정부시 시민로122번길 36, 나이스빌 (의정부동)",나이스빌,구제됨(생숙확인),29.0
"경기도 의정부시 시민로122번길 41, 스카이블루 (의정부동)",스카이블루,구제됨(생숙확인),0.0
"경기도 의정부시 시민로122번길 41-44, 파라곤타워 (의정부동)",명수타운,구제됨(생숙확인),29.0
"경기도 의정부시 시민로122번길 9-6, 우일하우스 (의정부동)",우일하우스,이미등록됨,43.0
"경기도 의정부시 시민로132번길 11-13, 에스턴 (의정부동)",에스턴,이미등록됨,74.0
"경기도 의정부시 시민로132번길 11-5, 현대하우스 (의정부동)",현대하우스,이미등록됨,41.0
"경기도 의정부시 시민로132번길 11-8, 동방타워 (의정부동)",동방타워,이미등록됨,40.0
"경기도 의정부시 시민로132번길 16, 소나무하우스 (의정부동)",소나무하우스,이미등록됨,36.0
경기도 의정부시 시민로132번길 32 (의정부동),드림빌 17차,이미등록됨,33.0
"경기도 의정부시 시민로132번길 34, 휴스테이 (의정부동)",휴스테이,이미등록됨,32.0
"경기도 의정부시 시민로143번길 21-4, 자연빌 (의정부동)",자연빌,구제됨(생숙확인),0.0
"경기도 의정부시 시민로146번길 24, 센트빌 (의정부동)",센트빌,구제됨(생숙확인),0.0
"경기도 의정부시 시민로146번길 28, 드림빌15차 (의정부동)",드림빌 15차,이미등록됨,36.0
"경기도 의정부시 시민로146번길 29, 현대레디앙 (의정부동)",현대레디앙,구제됨(생숙확인),0.0
"경기도 의정부시 시민로157번길 55, 느티나무 (의정부동)",느티나무,구제됨(생숙확인),24.0
"경기도 의정부시 시민로157번길 56, 스테이어반 (의정부동)",스테이어반,이미등록됨,32.0
"경기도 의정부시 신흥로231번길 17 (의정부동, 스테이 유)",스테이유,이미등록됨,184.0
"경기도 의정부시 신흥로232번길 11, 레몬트리지움 (의정부동)",레몬트리지움,이미등록됨,117.0
"경기도 의정부시 신흥로258번길 35, 피아플러스 (의정부동)",피아플러스,구제됨(생숙확인),0.0
"경기도 의정부시 신흥로274번길 29, 드림빌 14차 (의정부동)",드림빌 14차,구제됨(생숙확인),16.0
"경기도 의정부시 신흥로274번길 31, 휴스테이 (의정부동)",휴스테이,이미등록됨,36.0
"경기도 의정부시 태평로 109, 동원빌딩 (의정부동)",동원빌딩,구제됨(생숙확인),0.0
"경기도 의정부시 태평로100번길 6, 대봉하우스 (의정부동)",대봉하우스,구제됨(생숙확인),0.0
경기도 의정부시 태평로108번길 16 (의정부동),제이제이 하우스,구제됨(생숙확인),18.0
경기도 의정부시 태평로118번길 25 (의정부동),썬빌,구제됨(생숙확인),28.0
"경기도 의정부시 태평로45번길 17, 일진쉐르빌 1~5층 (의정부동)",일진쉐르빌,구제됨(생숙확인),0.0
"경기도 의정부시 태평로46번길 6, 지상1~5층 (의정부동)",한우리,구제됨(생숙확인),0.0
"경기도 의정부시 평화로 479-6, 아침동산 (의정부동)",아침동산,구제됨(생숙확인),27.0
"경기도 의정부시 평화로 510, 센트럴파크빌 (의정부동)",센트럴 파크빌,이미등록됨,71.0
"경기도 의정부시 평화로483번길 14, 이안빌 (의정부동)",이안빌,구제됨(생숙확인),27.0
"경기도 의정부시 평화로483번길 22, 에이스빌 (의정부동)",에이스빌,구제됨(생숙확인),0.0
"경기도 의정부시 평화로483번길 23, 월드타워 (의정부동)",월드타워,이미등록됨,36.0
경기도 의정부시 평화로483번길 30-6 (의정부동),화이트 빌,제외확정(생숙아님),0.0
경기도 의정부시 평화로483번길 40 (의정부동),엠유하우스,이미등록됨,37.0
경기도 의정부시 평화로483번길 50 (의정부동),한길,제외확정(생숙아님),0.0
"경기도 의정부시 평화로483번길 8, 가온 (의정부동)",가온,구제됨(생숙확인),0.0
"경기도 의정부시 평화로484번길 5, 스카이빌 (의정부동)",스카이빌,이미등록됨,32.0
경기도 의정부시 평화로494번길 24 (의정부동),싱글하우스,제외확정(생숙아님),0.0
"경기도 의정부시 평화로504번길 21-3, 웰스테이 (의정부동)",웰스테이,이미등록됨,36.0
경기도 의정부시 평화로504번길 28 (의정부동),굿모닝 힐하우스,제외확정(생숙아님),0.0
"경기도 의정부시 평화로542번길 7-14, 가람빌딩 (의정부동)",가람빌딩,이미등록됨,30.0
"경기도 의정부시 평화로542번길 7-9, 3,4층 (의정부동)",생활형숙박,구제됨(생숙확인),0.0
"경기도 의정부시 평화로551번길 14, 에이원타운(A동) (의정부동)",에이원타운A동,이미등록됨,41.0
경기도 의정부시 평화로561번길 5 (의정부동),스테이포유(Stay4U),제외확정(생숙아님),0.0
"경기도 의정부시 평화로562번길 47-11, 그린파크 (의정부동)",그린파크,구제됨(생숙확인),0.0
"경기도 의정부시 호국로1276번길 10, 현대타워C동 (의정부동)",현대타워C동,구제됨(생숙확인),0.0
경기도 의정부시 호국로1276번길 19 (의정부동),위너스 원,구제됨(생숙확인),0.0
경기도 의정부시 호국로1298번길 15 (의정부동),청비빌딩,구제됨(생숙확인),0.0
"경기도 의정부시 호국로1298번길 35, 현대레디앙 (의정부동)",현대레디앙,구제됨(생숙확인),0.0
"경기도 의정부시 호국로1298번길 39-7, 대우힐스 (의정부동)",대우힐스,이미등록됨,40.0
"경기도 의정부시 호국로1310번길 14, 4,5(일부)층 401-405,501,502호 (의정부동)",주식회사 맵시글로벌,구제됨(생숙확인),7.0
"경기도 의정부시 호국로1336번길 19, 1,2,3층 (의정부동)",삼성맨션,구제됨(생숙확인),0.0
"경기도 의정부시 호국로1336번길 20, 리즈빌 (의정부동)",리즈빌,구제됨(생숙확인),0.0
경기도 의정부시 호국로1336번길 39 (의정부동),우리.다,이미등록됨,31.0
"경기도 의정부시 호국로1336번길 39-9, 2~7층 (의정부동)",따뜻한 공간,구제됨(생숙확인),29.0
경기도 의정부시 호국로1336번길 52 (의정부동),제이원하우스,구제됨(생숙확인),24.0
"경기도 의정부시 호국로1336번길 57-5, 뉴스타 2~8층 (의정부동)",뉴스타,이미등록됨,38.0
경기도 의정부시 호국로1336번길 9-18 (의정부동),다정,제외확정(생숙아님),0.0
"경기도 의정부시 호국로1346번길 66, 이원주택 (의정부동)",이원주택,구제됨(생숙확인),25.0
경기도 의정부시 호국로1346번길 74 (의정부동),행복주택,이미등록됨,36.0
"경기도 의정부시 흥선로154번길 8, 한도빌 (의정부동)",한도빌,구제됨(생숙확인),0.0
"경기도 의정부시 흥선로164번길 23, 아이앤유 1-9층 (의정부동)",아이앤유,이미등록됨,41.0
"경기도 의정부시 흥선로164번길 27, 수아하우스 (의정부동)",수아하우스,이미등록됨,34.0
"경기도 의정부시 흥선로168번길 49, 샤인빌 (의정부동)",샤인빌,이미등록됨,30.0
경기도 의정부시 흥선로171번길 16 (의정부동),부영하우스 A,제외확정(생숙아님),0.0
경기도 의정부시 흥선로171번길 18 (의정부동),영하우스,제외확정(생숙아님),0.0
"경기도 의정부시 흥선로177번길 13, 에이원타운B동 (의정부동)",에이원타운B동,이미등록됨,40.0
경기도 의정부시 흥선로177번길 19 (의정부동),정림,제외확정(생숙아님),0.0
경기도 의정부시 흥선로177번길 25 (의정부동),팔레스텔,제외확정(생숙아님),0.0
경기도 의정부시 흥선로177번길 26 (의정부동),일룸,제외확정(생숙아님),0.0
경기도 의정부시 흥선로177번길 27 (의정부동),그레이스텔,제외확정(생숙아님),0.0
경기도 평택시 안중읍 안중로131번길 4,40,구제됨(생숙확인),0.0
경기도 평택시 안중읍 안현로서9길 20-6,57,구제됨(생숙확인),0.0
경기도 평택시 청북읍 현곡2길 7,28,구제됨(생숙확인),0.0
경기도 포천시 소흘읍 죽엽산로 426-15,호수궁전,대장조회실패(정보없음),
"경기도 하남시 대청로 32, 4,5층 (신장동)",서원고시텔,제외확정(생숙아님),0.0
"경기도 하남시 대청로 34 (신장동, 5층,6층)",하남고시텔,제외확정(생숙아님),11.0
"경기도 하남시 대청로 34, 4층 (신장동)",미니하우스,제외확정(생숙아님),11.0
"경기도 하남시 덕풍동로 111-10, 트윈렉스1 3층 309,310,311호 (덕풍동)",하트에이레지던스,제외확정(생숙아님),158.0
"경기도 하남시 덕풍동로 111-50, 309,310,311호 (덕풍동, 트윈렉스Ⅱ)",하트비레지던스,제외확정(생숙아님),153.0
"경기도 하남시 신장1로 1, 4층 (신장동)",다산고시텔,제외확정(생숙아님),11.0
"경기도 하남시 신장1로 1, 7층 (신장동)",싱글하우스,제외확정(생숙아님),11.0
"서울시 용산구 백범로90길 90, 상가동 2,3층 (문배동)",용산kcc웰츠타워,제외확정(생숙아님),197.0
서울특별시 강서구 마곡동로4길 23(마곡동),루체브릿지,이미등록됨,232.0
서울특별시 강서구 마곡중앙6로 76-3(마곡동),인터시티365,이미등록됨,363.0
서울특별시 중랑구 겸재로 115(면목동),팰리스,구제됨(생숙확인),0.0
