road_address,building_name,status,confirmed_units
강원특별자치도 홍천군 서면 굴업솔골길 82-3,리틀비발디(KD동),대장조회실패(정보없음),
강원특별자치도 홍천군 서면 굴업솔골길 82-4,리틀비발디(KB동),대장조회실패(정보없음),
강원특별자치도 홍천군 서면 굴업솔골길 82-5,리틀비발디(KC동),대장조회실패(정보없음),
강원특별자치도 홍천군 서면 굴업솔골길 84-12,지안펜션,대장조회실패(정보없음),
강원특별자치도 홍천군 서면 굴업솔골길 84-20,주식회사 욜로와,대장조회실패(정보없음),
강원특별자치도 홍천군 서면 굴업솔골길 84-22,주식회사 욜로와2호,대장조회실패(정보없음),
강원특별자치도 홍천군 서면 굴업솔골길 84-24,욜로와5호,대장조회실패(정보없음),
강원특별자치도 홍천군 서면 굴업솔골길 84-26,홍천욜로와,대장조회실패(정보없음),
강원특별자치도 홍천군 서면 굴업솔골길 84-28,욜로와7호,대장조회실패(정보없음),
강원특별자치도 홍천군 서면 도롱골길 229,홍천펜션&글램핑캠프별이빛나는밤,대장조회실패(정보없음),
강원특별자치도 홍천군 서면 도롱골길 59-1,팔담채,제외확정,0.0
강원특별자치도 홍천군 서면 도롱골길147번길 29,가람스테이3,주소변환실패,
강원특별자치도 홍천군 서면 도롱골길147번길 31,가람스테이2,주소변환실패,
강원특별자치도 홍천군 서면 마곡길 153,마루마리,대장조회실패(정보없음),
강원특별자치도 홍천군 서면 마곡길 157,마루마리,대장조회실패(정보없음),
강원특별자치도 홍천군 서면 마곡길 220,몬테리오,대장조회실패(정보없음),
강원특별자치도 홍천군 서면 마곡길 477-6,명월팬션,대장조회실패(정보없음),
강원특별자치도 홍천군 서면 상귀량길 193,반스힐 리조트,대장조회실패(정보없음),
